,Steps until goal,Reward_until_goal
1038,44.0,-3141
1039,35.0,-1952
1040,40.0,-3322
1041,44.0,-3141
1042,108.0,-9374
1043,62.0,-3344
1044,92.0,-5036
1045,63.0,-3387
1046,51.0,-3347
1047,100.0,-5798
1048,82.0,-4586
1049,64.0,-5165
1050,46.0,-1949
1051,117.0,-7236
1052,73.0,-3994
1053,45.0,-1948
1054,103.0,-7194
1055,59.0,-2161
1056,48.0,-1965
1057,75.0,-4949
1058,45.0,-2531
1059,186.0,-11257
1060,58.0,-4534
1061,24.0,-932
1062,44.0,-2743
1063,58.0,-3738
1064,20.0,-118
1065,100.0,-6978
1066,40.0,-1929
1067,57.0,-2969
1068,59.0,-4137
1069,56.0,-3949
1070,35.0,-1526
1071,28.0,-524
1072,46.0,-3157
1073,60.0,-2560
1074,45.0,-1749
1075,39.0,-1729
1076,38.0,-1543
1077,109.0,-5437
1078,36.0,-1342
1079,34.0,-2321
1080,22.0,-731
1081,44.0,-1734
1082,54.0,-2767
1083,86.0,-7390
1084,68.0,-2966
1085,46.0,-2361
1086,48.0,-572
1087,25.0,-1345
1088,122.0,-6815
1089,60.0,-5545
1090,76.0,-6940
1091,34.0,-1553
1092,68.0,-4359
1093,61.0,-3584
1094,38.0,-932
1095,52.0,-2566
1096,52.0,-2538
1097,40.0,-934
1098,89.0,-7023
1099,38.0,-1927
1100,52.0,-4528
1101,29.0,-937
1102,90.0,-5362
1103,113.0,-6607
1104,50.0,-2592
1105,32.0,-1523
1106,35.0,-1540
1107,198.0,-10288
1108,63.0,-5534
1109,26.0,-1147
1110,26.0,-522
1111,41.0,-1759
1112,71.0,-3154
1113,65.0,-4356
1114,28.0,-737
1115,30.0,-2317
1116,39.0,-2127
1117,59.0,-3753
1118,89.0,-5972
1119,46.0,-2375
1120,63.0,-3956
1121,54.0,-2355
1122,45.0,-3142
1123,128.0,-9394
1124,72.0,-5756
1125,78.0,-2990
1126,48.0,-3571
1127,42.0,-2926
1128,32.0,-940
1129,38.0,-1131
1130,43.0,-2131
1131,74.0,-4763
1132,60.0,-4365
1133,74.0,-3981
1134,78.0,-4952
1135,64.0,-4568
1136,95.0,-7954
1137,144.0,-6666
1138,48.0,-2562
1139,74.0,-5161
1140,59.0,-4350
1141,57.0,-4732
1142,60.0,-2759
1143,88.0,-7748
1144,28.0,-723
1145,32.0,-926
1146,28.0,-922
1147,29.0,-1534
1148,98.0,-7573
1149,39.0,-2724
1150,46.0,-1949
1151,69.0,-4758
1152,75.0,-2561
1153,63.0,-5150
1154,46.0,-3925
1155,36.0,-1342
1156,40.0,-2327
1157,24.0,-321
1158,43.0,-2941
1159,59.0,-4350
1160,28.0,-1135
1161,26.0,-536
1162,58.0,-4377
1163,54.0,-2540
1164,72.0,-3396
1165,58.0,-2785
1166,46.0,-2745
1167,58.0,-3965
1168,77.0,-7737
1169,48.0,-3557
1170,62.0,-4751
1171,61.0,-3940
1172,47.0,-3528
1173,30.0,-540
1174,64.0,-3374
1175,36.0,-1726
1176,51.0,-3532
1177,88.0,-5573
1178,66.0,-4954
1179,66.0,-4556
1180,62.0,-3358
1181,36.0,-1342
1182,105.0,-3230
1183,42.0,-1732
1184,42.0,-2741
1185,40.0,-1758
1186,32.0,-2319
1187,50.0,-3730
1188,42.0,-1334
1189,34.0,-1141
1190,62.0,-3742
1191,119.0,-9371
1192,56.0,-3565
1193,52.0,-3135
1194,64.0,-2777
1195,64.0,-2805
1196,59.0,-4734
1197,88.0,-6966
1198,56.0,-2769
1199,51.0,-3731
1200,84.0,-5768
1201,61.0,-3940
1202,34.0,-2321
1203,88.0,-4777
1204,46.0,-3328
1205,66.0,-5380
1206,107.0,-6800
1207,52.0,-3547
1208,50.0,-2749
1209,67.0,-3960
1210,46.0,-2759
1211,47.0,-3769
1212,91.0,-6557
1213,37.0,-1727
1214,64.0,-4554
1215,103.0,-8772
1216,86.0,-5784
1217,37.0,-2921
1218,22.0,-1513
1219,76.0,-6741
1220,82.0,-3989
1221,41.0,-2129
1222,109.0,-7968
1223,85.0,-4973
1224,50.0,-2550
